0,-23.589653,0.0000000,0.12631980E-11
1,-20.501289,3.0883636,0.27716010E-10
2,-18.093334,5.4963188,0.30795858E-09
3,-16.078079,7.5115738,0.23105025E-08
4,-14.337929,9.2517242,0.13165708E-07
5,-12.808190,10.781463,0.60785659E-07
6,-11.447886,12.141768,0.23690488E-06
7,-10.229300,13.360353,0.80130673E-06
8,-9.1320791,14.457574,0.24005788E-05
9,-8.1396303,15.450023,0.64763603E-05
10,-7.2397385,16.349915,0.15927553E-04
11,-6.4224663,17.167187,0.36064994E-04
12,-5.6800690,17.909584,0.75771335E-04
13,-5.0050659,18.584587,0.14881784E-03
14,-4.3911629,19.198490,0.27496013E-03
15,-3.8335381,19.756115,0.48022316E-03
16,-3.3280945,20.261559,0.79607585E-03
17,-2.8710995,20.718554,0.12572593E-02
18,-2.4584923,21.131161,0.18994064E-02
19,-2.0873146,21.502338,0.27530768E-02
20,-1.7548733,21.834780,0.38388022E-02
21,-1.4591370,22.130516,0.51597944E-02
22,-1.1972179,22.392435,0.67047467E-02
23,-0.96751976,22.622133,0.84360484E-02
24,-0.76743317,22.822220,0.10304704E-01
25,-0.59581184,22.993841,0.12234036E-01
26,-0.45127106,23.138382,0.14136537E-01
27,-0.33187675,23.257776,0.15929248E-01
28,-0.23635292,23.353300,0.17525917E-01
29,-0.16335106,23.426302,0.18853201E-01
30,-0.11182785,23.477825,0.19850036E-01
31,-0.80713272E-01,23.508940,0.20477371E-01
32,-0.68836212E-01,23.520817,0.20722032E-01
33,-0.75202942E-01,23.514450,0.20590520E-01
34,-0.98878860E-01,23.490774,0.20108746E-01
35,-0.13938904,23.450264,0.19310417E-01
36,-0.19574738,23.393906,0.18252213E-01
37,-0.26699829,23.322655,0.16996974E-01
38,-0.35225296,23.237400,0.15607955E-01
39,-0.45119667,23.138456,0.14137588E-01
40,-0.56325150,23.026402,0.12638936E-01
41,-0.68751526,22.902138,0.11162036E-01
42,-0.82369232,22.765961,0.97409766E-02
43,-0.97112846,22.618525,0.84056593E-02
44,-1.1291161,22.460537,0.71772598E-02
45,-1.2973423,22.292311,0.60659517E-02
46,-1.4753799,22.114273,0.50766608E-02
47,-1.6625366,21.927116,0.42101452E-02
48,-1.8583031,21.731350,0.34615989E-02
49,-2.0623016,21.527351,0.28228078E-02
50,-2.2743416,21.315311,0.22834607E-02
51,-2.4942989,21.095354,0.18325984E-02
52,-2.7211933,20.868460,0.14605898E-02
53,-2.9549084,20.634745,0.11561845E-02
54,-3.1950493,20.394604,0.90935879E-03
55,-3.4411945,20.148458,0.71094459E-03
56,-3.6930561,19.896597,0.55265444E-03
57,-3.9508934,19.638760,0.42704763E-03
58,-4.2138557,19.375797,0.32830177E-03
59,-4.4818268,19.107826,0.25112787E-03
60,-4.7546139,18.835039,0.19117229E-03
61,-5.0311985,18.558455,0.14497923E-03
62,-5.3118763,18.277777,0.10949870E-03
63,-5.5966320,17.993021,0.82364706E-04
64,-5.8849106,17.704742,0.61736690E-04
65,-6.1767864,17.412867,0.46108740E-04
66,-6.4721069,17.117546,0.34318415E-04
67,-6.7700100,16.819643,0.25477073E-04
68,-7.0709229,16.518730,0.18856659E-04
69,-7.3741493,16.215504,0.13924358E-04
70,-7.6796093,15.910044,0.10259249E-04
71,-7.9873972,15.602256,0.75412786E-05
72,-8.2973766,15.292276,0.55312416E-05
73,-8.6087275,14.980926,0.40513960E-05
74,-8.9215384,14.668115,0.29631433E-05
75,-9.2360935,14.353559,0.21634312E-05
76,-9.5517073,14.037946,0.15778793E-05
77,-9.8689766,13.720676,0.11489086E-05
78,-10.186931,13.402722,0.83598746E-06
79,-10.505198,13.084455,0.60810447E-06
80,-10.824144,12.765509,0.44203978E-06
81,-11.144284,12.445369,0.32094187E-06
82,-11.464613,12.125040,0.23297504E-06
83,-11.785115,11.804538,0.16908965E-06
84,-12.105729,11.483924,0.12270894E-06
85,-12.426154,11.163499,0.89067107E-07
86,-12.746656,10.842997,0.64643523E-07
87,-13.067553,10.522100,0.46898780E-07
88,-13.387715,10.201938,0.34049961E-07
89,-13.707535,9.8821182,0.24729811E-07
90,-14.026870,9.5627832,0.17969475E-07
91,-14.345618,9.2440348,0.13064858E-07
92,-14.663543,8.9261103,0.95067447E-08
93,-14.981124,8.6085291,0.69200312E-08
94,-15.297943,8.2917099,0.50409836E-08
95,-15.613638,7.9760151,0.36762984E-08
96,-15.928308,7.6613445,0.26838056E-08
97,-16.241583,7.3480701,0.19619941E-08
98,-16.554781,7.0348721,0.14344239E-08
99,-16.866978,6.7226753,0.10497653E-08
100,-17.177893,6.4117603,0.76924300E-09
101,-17.487616,6.1020374,0.56435528E-09
102,-17.795601,5.7940521,0.41475945E-09
103,-18.102289,5.4873638,0.30521313E-09
104,-18.408102,5.1815510,0.22479693E-09
105,-18.712078,4.8775749,0.16587284E-09
106,-19.014353,4.5753002,0.12260241E-09
107,-19.315372,4.2742805,0.90733539E-10
108,-19.614252,3.9754009,0.67292408E-10
109,-19.912069,3.6775837,0.49960376E-10
110,-20.208508,3.3811455,0.37143618E-10
111,-20.502823,3.0868301,0.27673539E-10
112,-20.795675,2.7939777,0.20648120E-10
113,-21.086624,2.5030289,0.15435582E-10
114,-21.375711,2.2139416,0.11560430E-10
115,-21.663639,1.9260139,0.86681938E-11
116,-21.950377,1.6392765,0.65072895E-11
117,-22.234741,1.3549118,0.48966842E-11
118,-22.517090,1.0725632,0.36921529E-11
119,-22.798086,0.79156685,0.27876902E-11
120,-23.076555,0.51309776,0.21101189E-11
121,-23.353191,0.23646164,0.16001674E-11
122,-23.628193,-0.38539886E-01,0.12154406E-11
123,-23.901674,-0.31202126,0.92461791E-12
124,-24.172840,-0.58318710,0.70501195E-12
125,-24.442766,-0.85311317,0.53823141E-12
126,-24.711329,-1.1216755,0.41146600E-12
127,-24.978104,-1.3884506,0.31511927E-12
128,-25.243040,-1.6533871,0.24177673E-12
129,-25.505987,-1.9163342,0.18587374E-12
130,-25.767185,-2.1775322,0.14314666E-12
131,-26.026863,-2.4372101,0.11040900E-12
132,-26.284014,-2.6943607,0.85373955E-13
133,-26.539717,-2.9500637,0.66111193E-13
134,-26.794300,-3.2046471,0.51252009E-13
135,-27.046591,-3.4569378,0.39823772E-13
136,-27.297096,-3.7074432,0.30999112E-13
137,-27.545273,-3.9556198,0.24186194E-13
138,-27.792606,-4.2029533,0.18886521E-13
139,-28.037449,-4.4477959,0.14784892E-13
140,-28.280830,-4.6911774,0.11590948E-13
141,-28.522779,-4.9331264,0.91000087E-14
142,-28.762747,-5.1730938,0.71585541E-14
143,-29.001457,-5.4118042,0.56383849E-14
144,-29.238098,-5.6484451,0.44502340E-14
145,-29.472450,-5.8827972,0.35205055E-14
146,-29.704988,-6.1153355,0.27900691E-14
147,-29.936810,-6.3471565,0.22127704E-14
148,-30.166920,-6.5772667,0.17579267E-14
149,-30.394751,-6.8050976,0.13997648E-14
150,-30.620857,-7.0312042,0.11164987E-14
151,-30.845623,-7.2559700,0.89175110E-15
152,-31.067736,-7.4780827,0.71413676E-15
153,-31.289322,-7.6996689,0.57219977E-15
154,-31.509060,-7.9194069,0.45932140E-15
155,-31.726557,-8.1369038,0.36953790E-15
156,-31.942554,-8.3529015,0.29775042E-15
157,-32.156883,-8.5672302,0.24030931E-15
158,-32.370323,-8.7806702,0.19412201E-15
159,-32.582047,-8.9923935,0.15708131E-15
160,-32.792171,-9.2025185,0.12731173E-15
161,-32.999836,-9.4101830,0.10343817E-15
